Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Cost of Revenue;Gross Profit;Operating Expenses;Selling, General & Administrative;Research & Development;Depreciation & Amortization;Operating Income (Loss);Non-Operating Income (Loss);Interest Expense, Net;Pretax Income (Loss), Adj.;Abnormal Gains (Losses);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
SITM;11795004;USD;2021;FY;2021-12-31;2022-02-25;2024-02-26;19006000;21144000;218808000;-79346000;139462000;-106619000;-54515000;-52104000;;32843000;-488000;;32355000;;32355000;-78000;32277000;;32277000;32277000
SITM;11795004;USD;2022;FY;2022-12-31;2023-02-27;2024-02-26;21245000;22664000;283605000;-100643000;182962000;-166820000;-76532000;-90288000;;16142000;7194000;7291000;23336000;;23336000;-82000;23254000;;23254000;23254000
SIX;816466;USD;2018;FY;2018-12-31;2019-02-20;2021-02-25;84100000;85445000;1463707000;-121509258;1338735768;-817821269;-127126428;;-115693000;524488000;-110751000;-107243000;413737000;-1879000;411858000;-95855000;316003000;;275996000;275996000
SIX;816466;USD;2019;FY;2019-12-31;2020-02-20;2022-02-24;84348000;84968000;1487583000;-130356657;1356542013;-921219426;-194875494;;-118230000;432064000;-115844000;-113302000;316220000;-4460000;311760000;-91942000;219818000;;179065000;179065000
SIX;816466;USD;2020;FY;2020-12-31;2021-02-25;2023-03-07;84800000;84800000;356575000;-34172293;321766692;-650415794;-141888645;;-120173000;-330016089;-179716000;-154723000;-523006962;-8605000;-523059000;140967000;-382092000;;-423380000;-423380000
SIX;816466;USD;2021;FY;2021-12-31;2022-02-24;2024-02-29;85919000;87259000;1496905000;-125955221;1369805399;-967333586;-205091674;;-114434000;397193000;-165839000;-152436000;231354000;-12137000;219217000;-49622000;169595000;;127829000;127829000
SIX;816466;USD;2022;FY;2022-12-31;2023-03-07;2024-02-29;84366000;84695000;1358236000;-108198329;1251714208;-870901680;-162083142;;-117124000;372903000;-141506000;-141590000;200725133;-38403000;192994000;-46960000;153793215;;109092313;108993625
SJI;525920;USD;2018;FY;2018-12-31;2019-02-28;2021-02-25;83693000;84471000;1641338000;-1055408000;585930000;-395284000;;;-96723000;190646000;-87892000;-90296000;102754000;-89901000;12853000;-561000;17903000;-240000;17663000;17663000
SJI;525920;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;92130000;92253000;1628626000;-1031967000;596659000;-387842000;-276093000;;-99753000;208817000;-102955000;-114477000;105862000;-7612000;98250000;-21061000;77189000;-272000;76917000;76917000
SJI;525920;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;96854000;96995000;1541383000;-858935000;682448000;-402804000;-272171000;;-118715000;279644000;-102261000;-118534000;177383000;2578000;179961000;-22664000;157297000;-255000;157084000;157084000
SJI;525920;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;112448000;112448000;1991996000;-1244523000;747473000;-398353000;-265140000;;-131778000;349120000;-213499000;-127130000;135621000;;135621000;-47107000;88514000;51000;88091000;88091000
SJM;254348;USD;2019;FY;2019-04-30;2019-06-17;2021-06-17;113100000;113100000;7801000000;-4928253214;3002000000;-1717029382;-1510763403;;-236300000;1199189177;-196400000;-208220968;700859230;-68900000;1026700000;-187128428;515617934;;514123435;511411727
SJM;254348;USD;2020;FY;2020-04-30;2020-06-19;2022-06-16;113400000;113400000;7801000000;-4799000000;3002000000;-1710000000;-1474300000;;-236300000;1292000000;-196400000;-189200000;1024897451;-68900000;1026700000;-247200000;779500000;;779500000;779500000
SJM;254348;USD;2021;FY;2021-04-30;2021-06-17;2023-06-20;112000000;112000000;8002700000;-4864000000;3138700000;-1723110291;-1523100000;;-233000000;1386000000;-214900000;-177100000;1171100000;800000;1171900000;-295600000;876300000;;876300000;876300000
SJM;254348;USD;2022;FY;2022-04-30;2022-06-16;2024-06-18;112400000;112400000;7998900000;-5298200000;2700700000;-1517714463;-1360300000;;-223600000;1172600000;-180000000;-160900000;844448173;-148800000;843800000;-212100000;631700000;;631700000;631700000
SJM;254348;USD;2023;FY;2023-04-30;2023-06-20;2024-06-18;105400000;105400000;8529200000;-5727400000;2801800000;-1621100000;-1455000000;;-206900000;1180700000;-166700000;-152000000;-9197986;-1023200000;-9200000;-82100000;-91300000;;-91300000;-91317339
SJW;953794;USD;2018;FY;2018-12-31;2019-02-27;2021-03-01;21214277;21332387;397699000;-187353408;210056353;-118648482;-48933000;;-54601000;92050000;-21829000;-24305779;48831963;-21389000;48832000;-10065000;38767000;;38767000;38767000
SJW;953794;USD;2019;FY;2019-12-31;2020-03-02;2022-02-28;28443052;28562546;420482000;-195980053;223814186;-150683528;-66301000;;-65592000;73247000;-23169000;-25260000;32022499;-17997000;32081000;-8454000;23627000;;23403000;23403000
SJW;953794;USD;2020;FY;2020-12-31;2021-03-01;2023-02-24;28521900;28694986;564526000;-247857235;317354841;-198529029;-79741000;;-89279000;117670000;-48349000;-54255000;69321000;574000;69895000;-8380000;61515000;;61515000;61515000
SJW;953794;USD;2021;FY;2021-12-31;2022-02-28;2024-02-23;29816736;29952477;573686000;-254745517;318170113;-212454304;-87332000;;-94400000;105876000;-43642000;-54339000;68751607;6613000;68847000;-8369000;60478000;;60478000;60478000
SJW;953794;USD;2022;FY;2022-12-31;2023-02-24;2024-02-23;30304557;30423735;620698000;-262981244;357188873;-232014380;-95404000;;-104417000;124781000;-53677000;-58062000;82159811;11220000;82324000;-8496000;73828000;;73828000;73828000
SKIN;1302957;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;27962300;27962300;119092000;-51893000;67199000;-84381000;-80972000;-3409000;;-17182000;-21301000;-21275000;-38483000;;-38483000;9308000;-29175000;;-29175000;-29946438
SKIN;1302957;USD;2021;FY;2021-12-31;2022-03-01;2024-03-12;102114949;102114949;260086000;-78242352;178538000;-218466000;-210271000;-8195000;;-36576607;-16296000;-11738000;-376765084;-324415000;-380639000;2241907;-374448005;;-374841515;-376017571
SKIN;1302957;USD;2022;FY;2022-12-31;2023-03-01;2024-03-12;147554090;148506312;365876000;-115493977;248779000;-274620000;-266176000;-8444000;;-24234494;-7163000;-4217000;44976634;78343000;45339000;-648735;44224000;;44224000;44224000
SKLZ;11819658;USD;2019;FY;2019-12-31;2020-03-11;2022-03-01;14935673;14935673;119872000;-5713000;114159000;-138987000;-127746000;-11241000;;-24828000;1223000;-2497000;-23605000;;-23605000;;-23605000;;-23605000;-23605000
SKLZ;11819658;USD;2020;FY;2020-12-31;2020-11-16;2023-03-31;14727457;14727457;229047000;-12281000;216766000;-317309755;-294406196;-23225000;;-99788905;-22725000;-1325000;-122315473;-23049000;-148964000;-115000;-122633889;;-122713638;-122605399
SKLZ;11819658;USD;2021;FY;2021-12-31;2022-03-01;2023-03-31;19231262;19427484;380154000;-24687411;354911000;-644926162;-600379382;-46232000;;-287668524;-1173000;-1222000;-200271779;87922000;-207065000;19140000;-181593169;;-181763522;-181243125
SKLZ;11819658;USD;2022;FY;2022-12-31;2023-03-31;2023-03-31;20498477;20498477;269709000;-30718000;238991000;-492297000;-440032000;-52265000;;-253306000;-23867000;-23992000;-438406806;-162047000;-439220000;345000;-438875000;;-438875000;-438875000
SKT;996200;USD;2018;FY;2018-12-31;2019-02-06;2021-02-23;94812000;95817000;494681000;-160457000;334224000;-175889000;-44167000;;-131722000;158335000;-63033000;-64821000;45668469;-49739000;45563000;;45563000;;43655000;43655000
SKT;996200;USD;2019;FY;2019-12-31;2020-02-06;2022-02-22;94812000;95817000;478348000;-157734000;320614000;-177104000;-53790000;;-123314000;143510000;-56594000;-61672000;92827556;5812000;92728000;;92728000;;87855000;87855000
SKT;996200;USD;2020;FY;2020-12-31;2021-02-23;2023-02-27;94812000;95817000;389991000;-137135000;252856000;-164876000;-47733000;;-117143000;87980000;-61091000;-63142000;-38080759;-64902000;-38013000;;-38013000;;-36278000;-36932089
SKT;996200;USD;2021;FY;2021-12-31;2022-02-22;2024-02-21;100418000;101979000;426525000;-140736000;285789000;-175825000;-65817000;;-110008000;109964000;-45557000;-52866000;9556597;-54849000;9558000;;9558000;;9118000;8317911
SKX;176359;USD;2018;FY;2018-12-31;2019-03-01;2021-02-26;155815000;156450000;4642068000;-2418463000;2223605000;-1785840000;-1806422000;;;437765000;-5881000;4281000;431884000;;431884000;-60611000;371273000;;301041000;301041000
SKX;176359;USD;2019;FY;2019-12-31;2020-02-28;2022-02-25;153392000;154151000;5220051000;-2728894000;2491157000;-1969614643;-1995207000;;;495950000;20055000;4274411;516005000;;516005000;-88753000;427252000;;346560000;346560000
SKX;176359;USD;2020;FY;2020-12-31;2021-02-26;2023-02-28;154184000;154894000;4613430000;-2407632000;2205798000;-2056639219;-2072114000;;;133684000;21045000;-10429318;154729000;;154729000;-8502000;146227000;;98564000;98564000
SKX;176359;USD;2021;FY;2021-12-31;2022-02-25;2024-02-28;155835000;157123000;6310187000;-3185816000;3124371000;-2500255483;-2526184000;;;598187000;-28430000;;569757000;;569757000;245875000;815632000;;741503000;741503000
SKX;176359;USD;2022;FY;2022-12-31;2023-02-28;2024-02-28;155835000;157123000;7444550000;-3929193000;3515357000;-2968687000;-2968687000;;;546670000;-24413000;;522257000;;522257000;-93095000;429162000;;373028000;373028000
SKY;132365;USD;2018;FY;2019-03-31;2019-05-23;2019-05-23;53491000;53491000;1360043000;-1114684000;245359000;-274978000;-270158000;;-4820000;-29619000;-11561000;-3290000;-41353318;-123000;-41303000;-16905000;-58208000;;-58208000;-58208000
SKY;132365;USD;2019;FY;2020-03-31;2020-05-21;2022-05-24;56516000;56762000;1369730000;-1090755000;278975000;-191890365;-186430426;;;86455000;-1401000;-1401000;85054000;;85054000;-26894000;58160000;;58160000;58160000
SKY;132365;USD;2020;FY;2021-03-31;2021-05-26;2023-05-30;56648000;56973000;1420881000;-1133186000;287695000;-178936000;-178936000;;;108759000;2641000;-3248000;111400000;;111400000;-26501000;84899000;;84899000;84899000
SKY;132365;USD;2021;FY;2022-03-31;2022-05-24;2024-05-29;56648000;56967000;2207229000;-1618106000;589123000;-256218000;-256218000;;;332905000;-2476000;-2512000;330429000;;330429000;-82385000;248044000;;248044000;248044000
SKY;132365;USD;2022;FY;2023-03-31;2023-05-30;2024-05-29;56987000;57395000;2606560000;-1787879000;818681000;-300396000;-300396000;;;518285000;15611000;14977000;533896000;;533896000;-132094000;401802000;;401802000;401802000
SKYE;15394214;USD;2018;FY;2018-12-31;2019-03-14;2020-03-23;729028;734950;;;;-4692523;-4362557;-329966;;-4692523;-94679;-232241;-19177641;-14405392;-19192594;-1642;-19194236;;-19194236;-19194236
SKYE;15394214;USD;2019;FY;2019-12-31;2020-03-23;2021-03-02;729028;734950;;;;-6632578;-4394622;-2237956;;-6632578;-1000687;-1000687;1054279;8686690;1053425;-1600;1051825;;1051825;1051825
SKYE;15394214;USD;2020;FY;2020-12-31;2021-03-02;2022-03-28;922988;925684;;;;-6289013;-4344602;-1944411;;-6289013;-706356;-706356;-6570946;436270;-6559099;-1600;-6560699;;-6560699;-6560699
SKYE;15394214;USD;2021;FY;2021-12-31;2022-03-28;2023-03-31;1626398;1626398;;;;-7847714;-4916277;-2931437;;-7847714;-769156;-769156;-8616870;96788;-8520082;-2100;-8522182;;-8522182;-8522182
SKYE;15394214;USD;2022;FY;2022-12-31;2023-03-31;2024-03-22;2221080;2221080;;;;-12126745;-6094617;-6011805;;-12110495;-646122;-767863;-19479586;-517007;-19474861;-6741;-19481602;;-19481602;-19481602
SKYT;11817553;USD;2020;FY;2020-12-31;2021-03-10;2023-03-15;36855729;36855729;140438000;-117746000;22692000;-31393881;-25032000;-4208000;;-8652695;-5499000;-5499000;-14787955;-2748000;-14795000;-4919000;-19714000;;-20617000;-20617000
SKYT;11817553;USD;2021;FY;2021-12-31;2022-03-10;2024-03-15;29038174;29038174;162848000;-170320000;-7472000;-52342000;-43595000;-8747000;;-59814000;-3542000;-3542000;-54115893;9163000;-54193000;6790000;-47403000;;-50696000;-51212320
SKYT;11817553;USD;2022;FY;2022-12-31;2023-03-15;2024-03-15;39059743;39059743;212941000;-186974000;25967000;-55734000;-46303000;-9431000;;-29767000;-5194000;-5194000;-36066172;-1101000;-36062000;-809000;-36871000;;-39593000;-39593000
SKYW;861606;USD;2018;FY;2018-12-31;2019-02-21;2021-02-22;51914000;52871000;3221679000;-2479580976;747172809;-272900516;;;-334589000;474280000;-107966000;-111586000;366314000;;366314000;-85942000;280372000;;280372000;280372000
SKYW;861606;USD;2019;FY;2019-12-31;2020-02-18;2022-02-17;50932000;51375000;2971963000;-2195053391;777036315;-243652285;;;-368098000;534127000;-65953000;-113624000;468174000;-21869000;446305000;-106206000;340099000;;340099000;340099000
SKYW;861606;USD;2020;FY;2020-12-31;2021-02-22;2023-02-16;50195000;50195000;2127106000;-2137901278;-13901532;122397148;;;-474959000;108802000;-116129000;-117294000;-7327000;;-7327000;-1188000;-8515000;;-8515000;-8515000
SKYW;861606;USD;2021;FY;2021-12-31;2022-02-17;2024-02-15;50380000;50833000;2713491000;-2516512560;194186340;166879713;;;-440198000;360459000;-125257000;-122008000;150967053;-84592000;150610000;-38700000;111910000;;111910000;111910000
SKYW;861606;USD;2022;FY;2022-12-31;2023-02-16;2024-02-15;50548000;50644000;3004925000;-2503295682;499649501;-318281744;;;-394552000;181162000;-88579000;-109478000;92583000;;92583000;-19630000;72953000;;72953000;72953000
SLAB;1033431;USD;2018;FY;2018-12-31;2019-01-30;2021-02-03;43159000;44044000;868267000;-346868000;521399000;-436191000;-197844000;-238347000;;85208000;-13047000;-13060247;72161000;;72161000;11430000;83591000;;83591000;83591000
SLAB;1033431;USD;2019;FY;2019-12-31;2020-01-29;2022-02-02;43346000;44290000;836556159;-327326617;511374925;-453386915;-196415684;-205690000;;56812937;-7368000;-7039208;49565865;;-96011000;-30398506;19291348;121940000;19265000;19265000
SLAB;1033431;USD;2020;FY;2020-12-31;2021-02-03;2023-02-01;43775000;44372000;886076226;-359310335;528218801;-488143378;-201784503;-235185000;;38333289;-22999000;-23054174;15266022;;-130087000;-2769308;12550934;128016000;12531000;12531000
SLAB;1033431;USD;2021;FY;2021-12-31;2022-02-02;2024-02-20;43385000;44634000;720860000;-295468000;425392000;-458230000;-185022000;-273208000;;-32838000;-11609000;-25334635;-58180081;;-44447000;-13427000;-57874000;2175273000;2117399000;2117399000
SLAB;1033431;USD;2022;FY;2022-12-31;2023-02-01;2024-02-20;35086000;36042000;1024106000;-381549000;642557000;-523297000;-190971000;-332326000;;119260000;10592000;7189503;129852000;;129852000;-38450000;91402000;;91402000;91402000
SLB;353500;USD;2018;FY;2018-12-31;2019-01-23;2021-01-27;1385000000;1393000000;32815000000;-28478000000;4337000000;-1146000000;-444000000;-702000000;;3340000000;-575000000;-515132794;2630392619;-141000000;2624000000;-447000000;2177000000;;2138000000;2138000000
SLB;353500;USD;2019;FY;2019-12-31;2020-01-22;2022-01-26;1385000000;1385000000;32917000000;-28720000000;4197000000;-1191000000;-474000000;-717000000;;3092000000;-609000000;-568115662;-10425221990;-12901000000;-10418000000;311000000;-10107000000;;-10137000000;-10137000000
SLB;353500;USD;2020;FY;2020-12-31;2021-01-27;2023-01-25;1390000000;1390000000;23601000000;-21000000000;2601000000;-945000000;-365000000;-580000000;;1652245151;-563000000;-531083140;-11316090065;-12658000000;-11298000000;812000000;-10486000000;;-10518000000;-10518000000
SLB;353500;USD;2021;FY;2021-12-31;2022-01-26;2024-01-24;1400000000;1427000000;22929000000;-19271000000;3658000000;-893000000;-339000000;-554000000;;2758766162;-539000000;-505153475;2374000000;;2374000000;-446000000;1928000000;;1881000000;1881000000
SLB;353500;USD;2022;FY;2022-12-31;2023-01-25;2024-01-24;1416000000;1437000000;28091000000;-22930000000;5161000000;-1010000000;-376000000;-634000000;;4144606528;-490000000;-391876589;4271000000;;4271000000;-779000000;3492000000;;3441000000;3441000000
SLCA;534435;USD;2018;FY;2018-12-31;2019-02-20;2021-02-26;76453000;76453000;1577298000;-1163129000;414169000;-295803000;-146971000;;-148832000;118366000;-66420000;-70564000;-230348697;-281899000;-229953000;29132000;-200821000;;-200808000;-200808000
SLCA;534435;USD;2019;FY;2019-12-31;2020-02-25;2022-02-25;73253000;73253000;1474477000;-1133293000;341184000;-330292000;-150848000;;-179444000;10892000;-75953000;-95472000;-428789672;-363847000;-428908000;99151000;-329757000;;-329082000;-329082000
SLCA;534435;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;73634000;73634000;845885000;-575070000;270815000;-279739000;-124171000;;-155568000;-8924000;-55535000;-79885000;-175267175;-110688000;-175147000;60025000;-115122000;;-114094000;-114094000
SLCA;534435;USD;2021;FY;2021-12-31;2022-02-25;2024-02-27;74523000;74523000;1103879000;-794983000;308896000;-280759000;-119628000;;-161131000;28137000;-65011000;-71157000;-37043617;-202000;-37076000;2755000;-34321000;;-33761000;-33761000
SLCA;534435;USD;2022;FY;2022-12-31;2023-02-24;2024-02-27;75512000;77670000;1525147000;-1070189000;454958000;-284004000;-143838000;;-140166000;170954000;-66955000;-77598000;103999000;;103999000;-26159000;77840000;;78176000;78176000
SLDB;9076006;USD;2018;FY;2018-12-31;2019-03-13;2021-03-15;147908;147908;;;;-75687000;-17722000;-57965000;;-75687000;889000;619000;-74798000;;-74798000;;-74798000;;-74798000;-74798000
SLDB;9076006;USD;2019;FY;2019-12-31;2020-03-12;2022-03-14;179153;179153;;;;-119318000;-24581000;-94737000;;-119318000;2095000;1580000;-117223000;;-117223000;;-117223000;;-117223000;-117223000
SLDB;9076006;USD;2020;FY;2020-12-31;2021-03-15;2023-03-23;230947;230947;;;;-86462000;-21581000;-64881000;;-86462000;116000;115000;-88154630;-1944000;-88290000;;-88290000;;-88290000;-88290000
SLDB;9076006;USD;2021;FY;2021-12-31;2022-03-14;2024-03-13;474772;474772;13620000;;;-85874000;-27135000;-58739000;;-72254000;66000;64000;-72188000;;-72188000;;-72188000;;-72188000;-72188000
SLDB;9076006;USD;2022;FY;2022-12-31;2023-03-23;2024-03-13;8512089;8512089;8094000;;;-107368000;-28948000;-78420000;;-99274000;2235000;2616000;-85800056;11058000;-85981000;;-85981000;;-85981000;-85981000
SLDP;11817847;USD;2020;FY;2020-12-31;2021-03-23;2023-03-01;167557988;167557988;2103000;-1670000;433000;-12026000;-2432000;-9594000;;-11593000;-333000;-333000;-14253335;-2331000;-14257000;-118000;-14375000;;-14375000;-94644123
SLDP;11817847;USD;2021;FY;2021-12-31;2022-03-23;2023-03-01;95477472;114910129;2712000;-3073000;-361000;-26185000;-9083000;-17102000;;-26546000;-3940000;-338000;18022031;48553000;18067000;25000;18092000;;18092000;12656000
SLDP;11817847;USD;2022;FY;2022-12-31;2023-03-01;2024-02-28;174374386;174374386;11789000;-9592000;2197000;-61316000;-22724000;-38592000;;-59119000;8434000;4655716;-9775117;40903000;-9782000;227000;-9555000;;-9555000;-9555000
SLG;127650;USD;2018;FY;2018-12-31;2019-02-27;2021-02-26;81710048;86209361;1227392000;-447933687;811694000;-379698970;-92631000;;-279507000;394183000;-201358000;-220699513;270526730;78031000;270856000;;270856000;;247262000;232312000
SLG;127650;USD;2019;FY;2019-12-31;2020-02-28;2022-02-18;76981861;81530151;1238995000;-458317525;780495612;-372812552;-100875000;;-272358000;407134000;-225039000;-201959335;291318878;109392000;291487000;;291487000;;281345000;255484000
SLG;127650;USD;2020;FY;2020-12-31;2021-02-26;2023-02-17;70375440;74925710;1052744000;-388791855;664170233;-500085558;-92017027;;-313668000;163151040;-141874000;-128653567;414247502;297940000;414758000;;414758000;;379802000;356105000
SLGC;1250897;USD;2020;FY;2020-12-31;2021-03-29;2022-03-29;27600000;27600000;55889000;-22614000;33275000;-67631000;-36882000;-30749000;;-34356000;-18108000;-18338000;-52464000;-551000;-53015000;;-53015000;;-53015000;-53015000
SLGC;1250897;USD;2021;FY;2021-12-31;2022-03-29;2023-03-28;181172995;181172995;81626000;-33463000;48163000;-121467000;-77971000;-43496000;;-73304000;-1061000;-1324000;-74365000;-13144000;-87509000;-38000;-87547000;;-87547000;-87547000
